,age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,days_since_last_contact,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
9824,76.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,345.0,2,999,0,nonexistent,yes,Seixal
9825,46.0,housemaid,married,high.school,no,yes,no,cellular,aug,fri,358.0,1,999,0,nonexistent,yes,Santa Maria da Feira
9826,33.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,fri,79.0,1,999,1,failure,yes,Rio Tinto
9827,29.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,289.0,2,999,0,nonexistent,yes,Silves
9828,75.0,retired,married,basic.4y,no,no,yes,cellular,aug,fri,714.0,1,999,0,nonexistent,yes,Vendas Novas
9829,25.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,255.0,1,999,0,nonexistent,yes,Seixal
9830,32.0,technician,single,professional.course,no,no,no,cellular,aug,fri,87.0,1,999,0,nonexistent,yes,Câmara de Lobos
9831,51.0,housemaid,married,unknown,no,no,no,cellular,aug,fri,232.0,1,999,1,failure,yes,Praia da Vitória
9832,70.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,530.0,2,999,0,nonexistent,yes,Entroncamento
9833,24.0,student,single,high.school,no,yes,no,cellular,aug,fri,456.0,1,999,0,nonexistent,yes,Alfena
9834,41.0,services,single,university.degree,no,yes,no,cellular,aug,fri,142.0,1,4,2,success,yes,Quarteira
9835,41.0,unknown,single,university.degree,no,yes,no,cellular,aug,fri,325.0,1,999,0,nonexistent,yes,Valongo
9836,33.0,admin.,unknown,high.school,no,yes,no,cellular,aug,fri,232.0,3,999,0,nonexistent,yes,Amora
9837,73.0,retired,married,basic.4y,no,no,no,cellular,aug,fri,232.0,1,999,0,nonexistent,yes,Trofa
9838,48.0,entrepreneur,married,unknown,no,no,yes,cellular,aug,fri,232.0,2,4,2,success,yes,Seixal
9839,28.0,admin.,single,university.degree,no,no,no,cellular,aug,fri,262.0,1,4,2,success,yes,Odivelas
9840,36.0,services,married,unknown,no,yes,no,cellular,aug,fri,232.0,1,999,1,failure,yes,São Mamede de Infesta
9841,51.0,housemaid,married,unknown,no,yes,yes,cellular,aug,fri,268.0,1,999,0,nonexistent,yes,Albufeira
9842,36.0,services,married,basic.9y,no,yes,no,cellular,aug,fri,221.0,1,4,1,success,yes,Santo Tirso
9843,38.0,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,232.0,1,4,1,success,yes,Montijo
9844,29.0,admin.,single,high.school,no,no,no,cellular,aug,fri,130.0,1,999,0,nonexistent,yes,Agualva-Cacém
9845,76.0,retired,married,university.degree,no,no,no,cellular,aug,fri,232.0,2,999,0,nonexistent,yes,Alfena
9846,31.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,353.0,2,999,0,nonexistent,yes,Vila Nova de Foz Côa
9847,33.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,232.0,2,999,1,failure,yes,Gouveia
9848,43.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,231.0,3,999,0,nonexistent,yes,Funchal
9849,36.0,management,married,university.degree,no,no,no,telephone,aug,mon,328.0,1,999,0,nonexistent,yes,Ponte de Sor
9850,38.0,technician,married,professional.course,no,no,no,cellular,aug,mon,923.0,1,999,1,failure,yes,Barreiro
9851,38.0,admin.,single,high.school,no,yes,yes,cellular,aug,mon,167.0,1,999,0,nonexistent,yes,Leiria
9852,36.0,admin.,divorced,university.degree,no,no,no,cellular,aug,mon,559.0,1,5,1,success,yes,Queluz
9853,36.0,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,146.0,2,999,2,failure,yes,Miranda do Douro
9854,37.0,technician,unknown,unknown,no,yes,no,cellular,aug,mon,187.0,1,4,1,success,yes,Vila Baleira (a.k.a. Porto Santo)
9855,65.0,unknown,married,basic.6y,no,no,no,cellular,aug,mon,232.0,2,999,1,failure,yes,Lagoa
9856,33.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,252.0,1,6,1,success,yes,Torres Novas
9857,63.0,housemaid,married,basic.4y,no,yes,no,telephone,aug,mon,235.0,1,6,2,failure,yes,Odivelas
9858,31.0,admin.,married,high.school,no,no,yes,cellular,aug,mon,155.0,2,4,1,success,yes,Portalegre
9859,33.0,technician,single,basic.9y,no,yes,yes,cellular,aug,mon,289.0,1,999,2,failure,yes,Oliveira do Bairro
9860,52.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,179.0,3,4,2,success,yes,Viseu
9861,37.0,blue-collar,married,basic.9y,no,no,no,cellular,aug,mon,213.0,1,999,0,nonexistent,yes,Seixal
9862,34.0,unknown,single,unknown,no,yes,no,cellular,aug,tue,1416.0,2,12,1,success,yes,Serpa
9863,31.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,265.0,1,4,3,success,yes,Pombal
9864,58.0,technician,married,professional.course,no,no,no,cellular,aug,tue,704.0,2,999,0,nonexistent,yes,Gandra
9865,33.0,admin.,single,high.school,no,yes,no,cellular,aug,tue,136.0,3,999,0,nonexistent,yes,Loulé
9866,26.0,student,single,professional.course,no,yes,no,cellular,aug,tue,176.0,2,999,1,failure,yes,Gondomar
9867,61.0,entrepreneur,married,university.degree,unknown,yes,no,cellular,aug,tue,232.0,1,999,0,nonexistent,yes,Agualva-Cacém
9868,52.0,management,married,high.school,no,yes,yes,cellular,aug,tue,167.0,1,10,4,failure,yes,Vila Nova de Gaia
9869,52.0,management,married,high.school,no,no,no,cellular,aug,tue,408.0,1,999,0,nonexistent,yes,Gafanha da Nazaré
9870,85.0,retired,married,professional.course,no,no,no,cellular,aug,tue,140.0,1,999,0,nonexistent,yes,Freamunde
9871,30.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,232.0,3,6,1,success,yes,Covilhã
9872,57.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,tue,149.0,1,999,1,failure,yes,Santana
9873,35.0,admin.,married,university.degree,no,no,yes,cellular,aug,tue,349.0,1,999,3,failure,yes,Portimão
9874,80.0,retired,married,illiterate,unknown,yes,yes,cellular,aug,tue,125.0,1,6,1,success,yes,Elvas
9875,26.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,232.0,1,15,1,success,yes,Seixal
9876,44.0,management,married,university.degree,no,no,no,cellular,aug,tue,175.0,2,999,2,failure,yes,Odivelas
9877,58.0,technician,married,professional.course,no,yes,no,cellular,aug,tue,89.0,2,999,0,nonexistent,yes,Póvoa de Santa Iria
9878,59.0,admin.,divorced,professional.course,no,no,no,cellular,aug,tue,232.0,1,999,1,failure,yes,Funchal
9879,38.0,admin.,divorced,professional.course,no,unknown,unknown,cellular,aug,tue,232.0,1,4,1,success,yes,Praia da Vitória
9880,34.0,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,267.0,2,999,0,nonexistent,yes,Valongo
9881,50.0,blue-collar,married,unknown,no,yes,yes,cellular,aug,tue,232.0,2,999,0,nonexistent,yes,Águeda
9882,49.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,tue,232.0,2,999,1,failure,yes,Seixal
9883,27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,429.0,2,999,0,nonexistent,yes,Agualva-Cacém
9884,36.0,admin.,divorced,university.degree,no,no,yes,cellular,aug,wed,623.0,2,6,2,success,yes,Guarda
9885,42.0,management,divorced,unknown,no,yes,no,cellular,aug,wed,232.0,2,4,1,success,yes,Tarouca
9886,26.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,182.0,1,4,1,success,yes,Covilhã
9887,49.0,admin.,married,high.school,no,yes,no,cellular,aug,wed,232.0,2,15,1,success,yes,Covilhã
9888,26.0,student,single,basic.9y,no,no,no,telephone,aug,wed,449.0,1,999,0,nonexistent,yes,Setúbal
9889,26.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Gondomar
9890,27.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,1336.0,2,999,0,nonexistent,yes,Évora
9891,74.0,retired,married,university.degree,no,yes,no,cellular,aug,wed,239.0,2,999,1,failure,yes,Agualva-Cacém
9892,32.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,641.0,1,999,0,nonexistent,yes,Santa Maria da Feira
9893,60.0,retired,married,university.degree,no,no,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Santana
9894,56.0,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,232.0,1,4,1,success,yes,Peso da Régua
9895,66.0,retired,married,unknown,no,no,no,cellular,aug,wed,232.0,2,999,1,failure,yes,Loulé
9896,27.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,398.0,4,999,1,failure,yes,Vila Nova de Gaia
9897,32.0,unknown,single,professional.course,no,no,no,cellular,aug,wed,313.0,2,999,1,failure,yes,Viseu
9898,48.0,entrepreneur,divorced,high.school,no,no,no,cellular,aug,wed,307.0,1,999,0,nonexistent,yes,Tondela
9899,20.0,student,single,basic.4y,no,yes,no,cellular,aug,wed,131.0,1,999,1,failure,yes,Caniço
9900,20.0,student,single,basic.4y,no,yes,no,cellular,aug,wed,267.0,1,999,0,nonexistent,yes,Fafe
9901,33.0,services,married,high.school,no,yes,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Loulé
9902,66.0,retired,unknown,basic.9y,no,yes,no,cellular,aug,wed,810.0,3,999,2,failure,yes,Maia
9903,28.0,admin.,single,unknown,no,no,no,cellular,aug,wed,332.0,1,999,0,nonexistent,yes,Albufeira
9904,56.0,admin.,married,basic.9y,no,no,no,cellular,aug,wed,338.0,2,4,1,success,yes,Seixal
9905,38.0,admin.,married,high.school,no,no,no,cellular,aug,wed,232.0,2,999,0,nonexistent,yes,Évora
9906,28.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,489.0,5,999,0,nonexistent,yes,Vila Nova de Gaia
9907,23.0,student,single,high.school,no,yes,no,cellular,aug,thu,784.0,3,15,3,failure,yes,Oliveira de Azeméis
9908,36.0,unemployed,married,university.degree,no,no,no,cellular,aug,thu,232.0,1,999,0,nonexistent,yes,Almada
9909,22.0,student,single,high.school,no,yes,no,cellular,aug,thu,425.0,2,999,0,nonexistent,yes,Albufeira
9910,29.0,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,232.0,3,3,1,success,yes,Lourosa
9911,31.0,blue-collar,married,professional.course,no,no,no,cellular,aug,thu,232.0,1,999,0,nonexistent,yes,Freamunde
9912,30.0,services,single,high.school,no,yes,no,cellular,aug,thu,148.0,2,999,0,nonexistent,yes,Figueira da Foz
9913,39.0,admin.,married,high.school,no,no,no,cellular,aug,thu,315.0,2,4,1,success,yes,Elvas
9914,32.0,blue-collar,single,basic.9y,no,yes,no,cellular,aug,thu,282.0,1,999,0,nonexistent,yes,Silves
9915,46.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,399.0,1,999,1,failure,yes,Almeirim
9916,39.0,unemployed,married,high.school,no,no,no,cellular,aug,thu,232.0,3,999,0,nonexistent,yes,Elvas
9917,46.0,technician,married,basic.6y,no,yes,no,cellular,aug,thu,464.0,4,999,0,nonexistent,yes,Torres Novas
9918,22.0,student,single,basic.6y,no,yes,no,cellular,aug,thu,232.0,2,4,2,success,yes,Torres Novas
9919,36.0,services,married,high.school,no,yes,yes,cellular,aug,thu,227.0,2,999,1,failure,yes,Paredes
9920,40.0,admin.,married,high.school,no,no,no,cellular,aug,thu,477.0,2,999,0,nonexistent,yes,Rio Tinto
9921,74.0,retired,married,professional.course,no,yes,no,cellular,aug,thu,204.0,3,999,1,failure,yes,Freamunde
9922,33.0,services,married,high.school,no,no,no,cellular,aug,thu,738.0,1,999,0,nonexistent,yes,Almeirim
9923,39.0,blue-collar,married,basic.6y,no,no,no,cellular,aug,thu,232.0,2,3,1,success,yes,Santo Tirso
9924,57.0,admin.,single,high.school,no,yes,no,cellular,aug,thu,479.0,1,999,0,nonexistent,yes,Covilhã
9925,36.0,management,married,basic.6y,no,yes,yes,cellular,aug,thu,354.0,3,999,0,nonexistent,yes,Porto
9926,28.0,unemployed,married,unknown,no,yes,no,telephone,aug,fri,275.0,6,999,0,nonexistent,yes,Barreiro
9927,26.0,student,single,professional.course,no,yes,no,cellular,aug,fri,150.0,2,999,0,nonexistent,yes,Agualva-Cacém
9928,38.0,technician,married,university.degree,no,yes,no,cellular,aug,fri,156.0,2,999,0,nonexistent,yes,Seixal
9929,62.0,retired,married,unknown,no,no,no,cellular,aug,fri,172.0,4,999,0,nonexistent,yes,Porto
9930,35.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,225.0,1,999,0,nonexistent,yes,Évora
9931,61.0,management,married,university.degree,no,yes,no,cellular,aug,fri,209.0,2,4,2,success,yes,Maia
9932,42.0,management,married,university.degree,no,yes,no,cellular,aug,fri,436.0,1,13,1,success,yes,Esmoriz
9933,54.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,326.0,3,999,0,nonexistent,yes,Funchal
9934,58.0,blue-collar,divorced,basic.4y,no,no,no,cellular,aug,fri,186.0,1,999,0,nonexistent,yes,Gouveia
9935,55.0,retired,married,unknown,no,yes,no,cellular,aug,fri,232.0,1,3,1,success,yes,Albufeira
9936,71.0,retired,married,unknown,no,yes,no,cellular,aug,fri,125.0,1,999,0,nonexistent,yes,Silves
9937,70.0,retired,married,professional.course,no,yes,no,cellular,aug,fri,94.0,4,999,0,nonexistent,yes,Mêda
9938,38.0,unemployed,married,professional.course,no,no,no,cellular,aug,fri,232.0,2,999,0,nonexistent,yes,Barreiro
9939,46.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,182.0,6,999,1,failure,yes,Valongo
9940,42.0,technician,married,professional.course,no,yes,no,cellular,aug,fri,100.0,2,999,0,nonexistent,yes,Faro
9941,35.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,232.0,1,999,0,nonexistent,yes,Santa Comba Dão
9942,38.0,unknown,divorced,high.school,no,no,no,cellular,aug,fri,391.0,3,999,1,failure,yes,Angra do Heroísmo
9943,28.0,unemployed,married,professional.course,no,yes,no,cellular,aug,fri,190.0,3,999,1,failure,yes,Câmara de Lobos
9944,17.0,student,single,basic.9y,no,unknown,unknown,cellular,aug,fri,498.0,2,999,1,failure,yes,Trofa
9945,31.0,admin.,married,university.degree,no,no,no,cellular,aug,fri,880.0,3,999,0,nonexistent,yes,Alfena
9946,29.0,blue-collar,single,basic.6y,no,no,no,cellular,aug,fri,260.0,3,999,0,nonexistent,yes,Mealhada
9947,38.0,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,211.0,3,999,0,nonexistent,yes,Costa da Caparica
9948,62.0,management,divorced,high.school,no,no,no,cellular,aug,mon,405.0,1,999,0,nonexistent,yes,Agualva-Cacém
9949,76.0,retired,married,unknown,no,no,no,cellular,aug,mon,308.0,1,15,1,success,yes,Águeda
9950,73.0,retired,married,basic.4y,no,no,no,cellular,aug,mon,348.0,1,999,0,nonexistent,yes,Santana
9951,67.0,retired,married,professional.course,no,yes,yes,cellular,aug,mon,186.0,1,999,0,nonexistent,yes,Agualva-Cacém
9952,80.0,retired,married,high.school,no,no,no,telephone,aug,mon,199.0,1,999,0,nonexistent,yes,Sines
9953,25.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,286.0,1,999,0,nonexistent,yes,Barreiro
9954,38.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,163.0,1,6,1,success,yes,Trofa
9955,34.0,technician,married,university.degree,no,no,no,cellular,aug,mon,220.0,1,999,0,nonexistent,yes,Funchal
9956,28.0,admin.,single,university.degree,no,yes,no,cellular,aug,mon,232.0,2,999,1,failure,yes,Elvas
9957,48.0,unknown,married,high.school,no,yes,no,cellular,aug,mon,232.0,1,999,0,nonexistent,yes,Agualva-Cacém
9958,44.0,admin.,single,university.degree,no,no,no,cellular,aug,mon,207.0,1,6,1,success,yes,Esposende
9959,23.0,technician,married,professional.course,no,yes,no,cellular,aug,mon,341.0,1,3,2,success,yes,Gouveia
9960,28.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,mon,340.0,1,999,0,nonexistent,yes,Trancoso
9961,41.0,unknown,single,high.school,no,yes,no,cellular,aug,mon,232.0,1,6,1,success,yes,Águeda
9962,74.0,retired,married,basic.9y,no,yes,no,cellular,aug,mon,156.0,1,999,1,failure,yes,Alcobaça
9963,22.0,unknown,single,professional.course,no,yes,no,cellular,aug,mon,162.0,2,999,1,failure,yes,Almada
9964,67.0,retired,married,unknown,no,no,no,cellular,aug,tue,460.0,2,999,0,nonexistent,yes,Silves
9965,36.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,278.0,1,999,0,nonexistent,yes,Esmoriz
9966,61.0,retired,unknown,university.degree,no,no,no,telephone,aug,tue,232.0,2,3,1,success,yes,Odivelas
9967,34.0,admin.,single,university.degree,no,yes,no,telephone,aug,tue,205.0,1,999,0,nonexistent,yes,Maia
9968,26.0,admin.,single,university.degree,no,yes,no,telephone,aug,tue,215.0,1,999,1,failure,yes,Vila Real
9969,47.0,unknown,single,university.degree,no,yes,no,cellular,aug,tue,161.0,1,999,1,failure,yes,Albufeira
9970,37.0,unknown,married,university.degree,no,yes,no,cellular,aug,tue,232.0,1,999,2,failure,yes,Entroncamento
9971,71.0,retired,married,basic.4y,unknown,unknown,unknown,cellular,aug,tue,216.0,1,999,0,nonexistent,yes,Almada
9972,50.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,587.0,2,999,1,failure,yes,Odivelas
9973,34.0,technician,married,professional.course,no,no,no,cellular,aug,tue,193.0,1,13,1,success,yes,Póvoa de Varzim
9974,56.0,management,married,university.degree,no,yes,no,cellular,aug,tue,370.0,2,999,0,nonexistent,yes,Oliveira do Bairro
9975,33.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,tue,395.0,1,999,0,nonexistent,yes,Esposende
9976,20.0,student,single,high.school,no,yes,no,cellular,aug,tue,232.0,1,999,1,failure,yes,Lagoa
9977,64.0,retired,married,high.school,unknown,no,no,cellular,aug,tue,301.0,1,999,1,failure,yes,Ermesinde
9978,35.0,technician,married,professional.course,no,no,no,cellular,aug,tue,441.0,1,999,0,nonexistent,yes,Vila Nova de Foz Côa
9979,74.0,retired,divorced,basic.4y,no,yes,no,cellular,aug,wed,232.0,1,13,1,success,yes,Oliveira do Bairro
9980,38.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,238.0,4,999,0,nonexistent,yes,Agualva-Cacém
9981,35.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,768.0,2,999,2,failure,yes,Praia da Vitória
9982,37.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,225.0,2,999,0,nonexistent,yes,Gouveia
9983,32.0,technician,unknown,university.degree,no,yes,no,cellular,aug,wed,240.0,2,999,0,nonexistent,yes,Valpaços
9984,33.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,173.0,1,1,1,success,yes,Santa Maria da Feira
9985,55.0,unknown,married,university.degree,no,yes,no,cellular,aug,wed,232.0,1,999,0,nonexistent,yes,Santa Maria da Feira
9986,74.0,retired,married,university.degree,no,yes,yes,cellular,aug,wed,232.0,3,999,0,nonexistent,yes,Loulé
9987,64.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,232.0,1,3,2,success,yes,Agualva-Cacém
9988,34.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,195.0,1,999,0,nonexistent,yes,Vila Nova de Famalicão
9989,33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,338.0,1,999,0,nonexistent,yes,Espinho
9990,37.0,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329.0,3,9,1,success,yes,Agualva-Cacém
9991,66.0,retired,married,basic.6y,no,yes,no,cellular,aug,thu,267.0,1,999,0,nonexistent,yes,Agualva-Cacém
9992,36.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,474.0,1,999,0,nonexistent,yes,Rio Tinto
9993,34.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,377.0,6,3,1,success,yes,Esmoriz
9994,35.0,blue-collar,divorced,high.school,no,no,no,cellular,aug,thu,151.0,1,3,1,success,yes,Lamego
9995,32.0,management,single,university.degree,no,no,no,cellular,aug,thu,149.0,1,3,2,success,yes,Anadia
9996,71.0,retired,single,university.degree,no,yes,no,cellular,aug,thu,217.0,1,6,2,failure,yes,Marinha Grande
9997,24.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,158.0,1,999,0,nonexistent,yes,Faro
9998,25.0,student,single,university.degree,no,no,no,cellular,aug,thu,232.0,1,999,0,nonexistent,yes,Trancoso
9999,28.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,63.0,2,3,1,success,yes,Beja
10000,28.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,78.0,3,999,0,nonexistent,yes,Mealhada
10001,34.0,technician,unknown,unknown,no,yes,no,cellular,aug,thu,320.0,2,3,1,success,yes,Rebordosa
10002,51.0,unknown,married,high.school,no,yes,yes,cellular,aug,fri,228.0,4,999,0,nonexistent,yes,Portimão
10003,61.0,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,232.0,1,999,0,nonexistent,yes,Mirandela
10004,61.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,168.0,1,15,1,success,yes,Valongo
10005,87.0,retired,divorced,basic.4y,no,no,no,cellular,aug,fri,273.0,1,999,0,nonexistent,yes,Agualva-Cacém
10006,54.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,204.0,1,999,1,failure,yes,Agualva-Cacém
10007,24.0,student,single,high.school,no,no,no,cellular,aug,fri,232.0,1,999,0,nonexistent,yes,Tondela
10008,34.0,unemployed,single,professional.course,no,no,no,cellular,aug,fri,531.0,2,2,1,success,yes,Almada
10009,54.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,91.0,2,3,1,success,yes,Fafe
10010,62.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,116.0,1,999,0,nonexistent,yes,Marinha Grande
10011,79.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,126.0,1,3,2,success,yes,Gondomar
